name,gender,ipa,romanize1,romanize2,romanize3
บูรพา,m,bU-1 ra-1 PA-1,burapha,burapa,boorapha
ปกป้อง,m,pok2 pXN3,pokpong,,
ปกรณ์เกียรติ,m,pa-1 kXn1 kJt2,pakonkiat,pakornkiat,pakornkiad
ปกาศิต,m,pa-1 kA-1 sit2,pakasit,pakasid,
ปฎิพัทธ์,m,pa-2 ti-2 Pat4,patiphat,patipat,
ปฏิพล,m,pa-2 ti-2 Pon1,patiphon,patipol,patiphol
ปฏิพัทธ์,m,pa-2 ti-2 Pat4,patiphat,patipat,
ปฏิภาณ,m,pa-2 ti-2 PAn1,patiphan,patipharn,patiparn
ปฏิภาน,m,pa-2 ti-2 PAn1,patiphan,patipharn,patiparn
ปฏิมา,f,pa-2 ti-2 mA-1,patima,,
ปฐพี,m,pat2 Ta-1 PI-1,patthaphi,patthapee,pattapee
ปฐม,m,pa-1 Tom5,pathom,patom,
ปฐมชัย,m,pa-1 Tom5 Caj1,pathomchai,patomchai,
ปฐมพงศ์,m,pa-1 Tom5 PoN1,pathomphong,patomphong,patompong
ปฐมาพร,f,pat2 Ta-1 mA-1 PXn1,patthamaphon,pattamaporn,patthamaporn
ปฐมาพร,f,pa-2 Ta-1 mA-1 PXn1,pathamaphon,patamaporn,pathamaporn
ปฐมาภรณ์,f,pa-2 Ta-1 mA-1 PXn1,pathamaphon,pattamaporn,pathamaporn
ปฐมาภรณ์,f,pat2 Ta-1 mA-1 PXn1,patthamaphon,pattamaporn,patthamaporn
ปฐมาวดี,f,pa-2 Ta-1 mA-1 wa-1 dI-1,pathamawadi,pathamawadee,patamawadee
ปฐมาวดี,f,pat2 Ta-1 mA-1 wa-1 dI-1,patthamawadi,patthamawadee,pattamawadee
ปณต,m,pa-1 not4,panot,panod,
ปณาลี,f,pa-1 nA-1 lI-1,panali,panalee,
ปณิดา,f,pa-2 ni-4 dA-1,panida,,
ปณิตา,f,pa-2 ni-4 tA-1,panita,,
ปณิธาน,m,pa-2 ni-4 TAn1,panithan,panitarn,panitharn
ปทุม,f,pa-1 Tum1,pathum,patum,
ปทุมพร,f,pa-1 Tum1 PXn1,pathumphon,patumphon,pathumporn
ปทุมมา,f,pa-1 Tum1 mA-1,pathumma,patumma,
ปนัสยา,f,pa-1 nat4 sa-1 jA-1,panatsaya,panassaya,panadsaya
ปพน,m,pa-1 Pon1,paphon,papon,
ปพิชญา,f,pa-1 Pit4 Ca-1 jA-1,paphitchaya,papitchaya,
ปภพ,m,pa-1 Pop4,paphop,papob,paphob
ปภังกร,m,pa-1 PaN1 kXn1,paphangkon,paphangkorn,papangkorn
ปภัสสรา,f,pa-1 Pat4 sa-1 rA-1,paphatsara,papassara,paphassara
ปภาพร,f,pa-1 PA-1 PXn1,paphaphon,papaporn,paphaporn
ปภาวดี,f,pa-1 PA-1 wa-1 dI-1,paphawadi,paphawadee,papawadee
ปภาวรินทร์,f,pa-1 PA-1 wa-1 rin1,paphawarin,papawarin,
ปภาวิน,m,pa-1 PA-1 win1,paphawin,papawin,
ปรมัตถ์,m,pX-1 ra-1 mat4,poramat,,
ปรมินทร์,m,pX-1 ra-1 min1,poramin,,
ประกายดาว,f,pra-1 kAj1 dAw1,prakaidao,prakaidaw,
ประกายมาศ,f,pra-1 kAj1 mAt3,prakaimat,prakaimart,prakaimas
ประกายแก้ว,f,pra-1 kAj1 kYw3,prakaikaeo,prakaikaew,
ประการ,m,pra-1 kAn1,prakan,prakarn,
ประกาศ,m,pra-1 kAt2,prakat,prakart,
ประกาศิต,m,pra-1 kA-1 sit2,prakasit,pragasit,prakasid
ประคองศรี,f,pra-1 KXN1 sI-5,prakhongsri,prakongsri,
ประจักร,m,pra-1 cak2,prachak,prajak,
ประจักร์,m,pra-1 cak2,prachak,prajak,
ประจักษ์,m,pra-1 cak2,prachak,prajak,
ประชัน,m,pra-1 Can1,prachan,prashan,
ประชา,m,pra-1 CA-1,pracha,,
ประณต,m,pra-1 not4,pranot,pranod,
ประดิษฐ์,m,pra-1 dit2,pradit,pradid,
ประทาน,m,pra-1 TAn1,prathan,pratarn,pratharn
ประทุมทอง,f,pra-1 Tum1 TXN1,prathumthong,pratumtong,pratumthong
ประทุมทิพย์,f,pra-1 Tum1 Tip4,prathumthip,pratumtip,prathumtip
ประทุมพร,f,pra-1 Tum1 PXn1,prathumphon,pratumporn,prathumporn
ประทุมวรรณ,f,pra-1 Tum1 wan1,prathumwan,pratumwan,
ประธาน,m,pra-1 TAn1,prathan,pratarn,pratharn
ประนิดา,f,pra-1 ni-4 dA-1,pranida,,
ประพจน์,m,pra-1 Pot4,praphot,prapoj,praphoj
ประพนธ์,m,pra-1 Pon1,praphon,prapon,
ประพฤติ,m,pra-1 Prvt4,praphruet,prapruet,
ประพล,m,pra-1 Pon1,praphon,prapol,praphol
ประพัฒน์,m,pra-1 Pat4,praphat,prapat,
ประพันธ์,m,pra-1 Pan1,praphan,prapan,
ประพาส,m,pra-1 PAt3,praphat,prapas,praphas
ประภัทร,m,pra-1 Pat4,praphat,prapat,
ประภัสรา,f,pra-1 Pat4 sa-1 rA-1,praphatsara,prapatsara,
ประภัสสรา,f,pra-1 Pat4 sa-1 rA-1,praphatsara,prapatsara,
ประภาดา,f,pra-1 PA-1 dA-1,praphada,prapada,
ประภาพรรณ,f,pra-1 PA-1 Pan1,praphaphan,prapapan,praphapan
ประภาภรณ์,f,pra-1 PA-1 PXn1,praphaphon,prapaporn,praphaporn
ประภารัตน์,f,pra-1 PA-1 rat4,prapharat,praparat,prapharut
ประภาวดี,f,pra-1 PA-1 wa-1 dI-1,praphawadi,praphawadee,prapawadee
ประภาวรินทร์,f,pra-1 PA-1 wa-1 rin1,praphawarin,prapawarin,
ประภาวัลย์,f,pra-1 PA-1 wan1,praphawan,prapawal,praphawal
ประภาศ,m,pra-1 PAt3,praphat,prapas,praphas
ประภาศรี,f,pra-1 PA-1 sI-5,praphasri,prapasri,
ประภาสิริ,f,pra-1 PA-1 si-1 ri?4,praphasiri,prapasiri,
ประมุข,m,pra-1 muk4,pramuk,pramook,
ประยุทธ,m,pra-1 jut4,prayut,prayuth,prayud
ประวิช,m,pra-1 wit4,prawit,prawich,prawitch
ประวิตร,m,pra-1 wit4,prawit,,
ประวิท,m,pra-1 wit4,prawit,,
ประวิทย์,m,pra-1 wit4,prawit,,
ประวีณา,f,pra-1 wI-1 nA-1,prawina,praweena,
ประวีนา,f,pra-1 wI-1 nA-1,prawina,praweena,
ประวุฒิ,m,pra-1 wut4,prawut,prawud,
ประสงค์,m,pra-1 soN5,prasong,,
ประสพชัย,m,pra-1 sop2 Caj1,prasopchai,prasobchai,
ประสพโชค,m,pra-1 sop2 COk3,prasopchok,prasobchok,
ประสาท,m,pra-1 sAt2,prasat,prasart,
ประสาร,m,pra-1 sAn5,prasan,prasarn,
ประสิทธิ,m,pra-1 sit2,prasit,,
ประสิทธิ์ชัย,m,pra-1 sit2 Caj1,prasitchai,,
ประสิทธ์,m,pra-1 sit2,prasit,,
ประเวศน์,m,pra-1 wEt3,prawet,prawed,
ประเสริฐ,m,pra-1 sZt2,prasoet,prasert,
ประเสริฐศักดิ์,m,pra-1 sZt2 sak2,prasoetsak,prasertsak,
ประไพรัตน์,f,pra-1 Paj1 rat4,praphairat,prapairat,prapairut
ปรัชญา,m,prat2 Ca-1 jA-1,pratchaya,prachchaya,
ปรัชญ์,m,prat2,prat,prach,
ปรัศนี,f,prat2 sa-1 nI-1,pratsani,pratsanee,
ปราการ,m,prA-1 kAn1,prakan,prakarn,
ปรางค์ทิพย์,f,prAN1 Tip4,prangthip,prangtip,
ปรางทอง,f,prAN1 TXN1,prangthong,prangtong,
ปรางทิพย์,f,prAN1 Tip4,prangthip,prangtip,
ปราชญ์,m,prAt2,prat,prach,
ปราณปรียา,f,prAn1 prI-1 jA-1,pranpriya,pranpreeya,
ปราณิศา,f,prA-1 ni-4 sA-5,pranisa,,
ปราณิสา,f,prA-1 ni-4 sA-5,pranisa,,
ปราณี,f,prA-1 nI-1,prani,pranee,
ปรารถนา,f,prAt2 Ta-1 nA-5,pratthana,prarttana,prattana
ปริชญา,f,prit2 Ca-1 jA-1,pritchaya,pridchaya,
ปริชาติ,f,pa-2 ri-4 CAt3,parichat,parichart,
ปริญญาพร,f,pa-1 rin1 jA-1 PXn1,parinyaphon,parinyaporn,parinyaphon
ปริญญ์,m,pa-1 rin1,parin,,
ปริณดา,f,pa-1 rin1 dA-1,parinda,,
ปริทัศน์,m,pa-2 ri-4 Tat4,parithat,parintat,
ปริยาภัทร,f,pa-2 ri-4 jA-1 Pat4,priyaphat,priyapat,
ปริวัฒน์,m,pa-2 ri-4 wat4,pariwat,,
ปริวัตร,m,pa-2 ri-4 wat4,pariwat,,
ปรีชาพล,m,prI-1 CA-1 Pon1,prichaphon,prichaporn,prichaphorn
ปรียนันท์,f,prI-1 ja-1 nan1,priyanan,priyanun,preeyanun
ปรียนุช,f,prI-1 ja-1 nut4,priyanut,priyanuch,preeyanuch
ปรียานันท์,f,prI-1 jA-1 nan1,priyanan,priyanun,preeyanun
ปรียาพร,f,prI-1 jA-1 PXn1,priyaphon,preeyaporn,priyaporn
ปรียาภัทร,f,prI-1 jA-1 Pat4,priyaphat,preeyaphat,priyapat
ปรียาภา,f,prI-1 jA-1 PA-1,priyapha,preeyapha,preeyapa
ปรียารัตน์,f,prI-1 jA-1 rat4,priyarat,preeyaarat,preeyarut
ปรียาลักษณ์,f,prI-1 jA-1 lak4,priyalak,preeyaluck,preeyalak
ปรียาวรรณ,f,prI-1 jA-1 wan1,priyawan,preeyawan,
ปรเมศ,m,pX-1 ra-1 mEt3,poramet,porames,poramed
ปรเมศร์,m,pX-1 ra-1 mEt3,poramet,porames,poramed
ปรเมศวร์,m,pX-1 ra-1 mEt3,poramet,porames,poramed
ปรเมษฐ์,m,pX-1 ra-1 mEt3,poramet,porames,poramed
ปวริศ,m,pa-1 wa-1 rit4,pawarit,pawaris,pawarid
ปวรุตม์,m,pa-1 wa-1 rut4,pawarut,pawarud,
ปวิช,m,pa-1 wit4,pawit,pawich,pawid
ปวิชญา,f,pa-1 wit4 Ca-1 jA-1,pawitchaya,pawichchaya,pawidchaya
ปวิตร,m,pa-1 wit4,pawit,pawitr,pawid
ปวีณ,m,pa-1 wIn1,pawin,paween,
ปวีนา,f,pa-1 wI-1 nA-1,pawina,paweena,
ปสุตา,f,pa-1 su-1 tA-1,pasuta,,
ปองพล,m,pXN1 Pon1,pongphon,pongpol,pongphol
ปองภพ,m,pXN1 Pop4,pongphop,pongphob,pongpob
ปัญจมา,f,pan1 ca-1 mA-1,panchama,Panjama,
ปัญจรัตน์,f,pan1 ca-1 rat4,pancharat,Panjarat,
ปัญจะ,m,pan1 ca?2,pancha,Panja,
ปัญจาภรณ์,f,pan1 cA-1 PXn1,panchaphon,Panchaporn,Panchaphorn
ปัญชลี,f,pan1 Ca-1 lI-1,panchali,Panchalee,
ปัญชลีย์,f,pan1 Ca-1 lI-1,panchali,Panchalee,
ปัญญดา,f,pan1 ja-4 dA-1,panyada,,
ปัญญา,m,pan1 jA-1,panya,,
ปัญญากร,m,pan1 jA-1 kXn1,panyakon,Panyakorn,
ปัญญาพล,m,pan1 jA-1 Pon1,panyaphon,Panyapon,Panyapol
ปัญญาภรณ์,f,pan1 jA-1 PXn1,panyaphon,Panyaphorn,Panyaporn
ปัญญาวุฒิ,m,pan1 jA-1 wut4,panyawutthi,Panyawut,Panyavut
ปัฐวี,m,pat2 Ta-1 wI-1,patthawi,Patthawee,Pattawee
ปัณณทัต,m,pan1 na-1 Tat4,pannathat,Pannatat,
ปัณณพัธญ์,m,pan1 na-1 Pat4,pannaphat,Pannapat,
ปัณณวัฒน์,m,pan1 na-1 wat4,pannawat,Pannavat,
ปัณพร,f,pan1 na-1 PXn1,pannaphon,Pannaphorn,Pannaporn
ปัทมนันท์,f,pat2 Ta-1 ma-4 nan1,patthamanan,Pattamanan,
ปัทมพร,f,pat2 Ta-1 ma-4 PXn1,patthamaphon,Patthamaphorn,Patthamaporn
ปาณิสรา,f,pA-1 ni-4 sa-1 rA-1,panisara,,
ปาณิสรา,f,pA-1 nit4 sa-1 rA-1,panitsara,,
ปานจันทร์,f,pAn1 can1,panchan,Panjan,
ปานชีวา,f,pAn1 CI-1 wA-1,panchiwa,Pancheewa,Pancheeva
ปานตา,f,pAn1 tA-1,panta,Parnta,
ปานรดา,f,pAn1 ra-4 dA-1,panrada,Parnrada,
ปานวาด,f,pAn1 wAt3,panwat,Panvat,
ปานใจ,f,pAn1 caj1,panchai,Parnchai,Panjai
ปานไพลิน,f,pAn1 Paj1 lin1,panphailin,Panpailin,Parnphailin
ปารดา,f,pA-1 ra-4 dA-1,parada,,
ปาริฉัตต์,f,pA-1 ri-4 Cat2,parichat,,
ปาริฉัตร,f,pA-1 ri-4 Cat2,parichat,,
ปาริชา,f,pA-1 ri-4 CA-1,paricha,,
ปารีณา,f,pA-1 rI-1 nA-1,parina,Pareena,
ปารียา,f,pA-1 rI-1 jA-1,pariya,Pareeya,
ปาลิกา,f,pA-1 li-4 kA-1,palika,,
ปาลีรัตน์,f,pA-1 lI-1 rat4,palirat,,
ปาวีณา,f,pA-1 wI-1 nA-1,pawina,Paweena,Paveena
ปิณฑิรา,f,pin1 di-2 rA-1,pindira,,
ปิณฑิรา,f,pin1 Ti-4 rA-1,pinthira,Pintira,
ปิติพงศ์,m,pi-2 ti-2 PoN1,pitiphong,Pitipong,
ปิยฉัตร,f,pi-2 ja-4 Cat2,piyachat,,
ปิยชาติ,m,pi-2 ja-4 CAt3,piyachat,Piyachart,
ปิยทัศน์,m,pi-2 ja-4 Tat4,piyathat,Piyatat,
ปิยบุตร,m,pi-2 ja-4 but2,piyabut,,
ปิยพงศ์,m,pi-2 ja-4 PoN1,piyaphong,Piyapong,
ปิยพงษ์,m,pi-2 ja-4 PoN1,piyaphong,Piyapong,
ปิยพัทธ์,m,pi-2 ja-4 Pat4,piyaphat,Piyapat,
ปิยภรณ์,f,pi-2 ja-4 PXn1,piyaphon,Piyaphorn,Piyaporn
ปิยมน,f,pi-2 ja-4 mon1,piyamon,,
ปิยมาภรณ์,f,pi-2 ja-4 mA-1 PXn1,piyamaphon,Piyamaphorn,Piyamaporn
ปิยมาส,f,pi-2 ja-4 mAt3,piyamat,,
ปิยวดี,f,pi-2 ja-4 wa-4 dI-1,piyawadi,Piyawadee,
ปิยวรรณ์,f,pi-2 ja-4 wan1,piyawan,Piyavan,
ปิยวิทย์,m,pi-2 ja-4 wit4,piyawit,Piyavit,
ปิยศักดิ์,m,pi-2 ja-4 sak2,piyasak,,
ปิยะ,m,pi-2 ja?4,piya,,
ปิยะชาติ,m,pi-2 ja-4 CAt3,piyachat,Piyachart,
ปิยะณัฐ,m,pi-2 ja-4 nat4,piyanat,,
ปิยะดา,f,pi-2 ja-4 dA-1,piyada,,
ปิยะนัฐ,m,pi-2 ja-4 nat4,piyanat,,
ปิยะนารถ,f,pi-2 ja-4 nAt3,piyanat,Piyanart,
ปิยะนุช,f,pi-2 ja-4 nut4,piyanut,Piyanuch,
ปิยะพร,f,pi-2 ja-4 PXn1,piyaphon,Piyaphorn,Piyaporn
ปิยะพล,m,pi-2 ja-4 Pon1,piyaphon,Piyapon,Piyapol
ปิยะภรณ์,f,pi-2 ja-4 PXn1,piyaphon,Piyaphorn,Piyaporn
ปิยะรัตน์,f,pi-2 ja-4 rat4,piyarat,,
ปิยะราช,m,pi-2 ja-4 rAt3,piyarat,,
ปิยะวดี,f,pi-2 ja-4 wa-4 dI-1,piyawadi,Piyawadee,Piyavadee
ปิยะวุฒิ,m,pi-2 ja-4 wut4,piyawut,Piyavut,
ปิยะศักดิ์,m,pi-2 ja-4 sak2,piyasak,,
ปิยาณี,f,pi-2 jA-1 nI-1,piyani,Piyanee,
ปิยานุช,f,pi-2 jA-1 nut4,piyanut,Piyanuch,
ปิยาพัชร,f,pi-2 jA-1 Pat4,piyaphat,,
ปิลันธนา,f,pi-2 lan1 Ta-1 nA-1,pilanthana,Pilantana,
ปิ่นประภา,f,pin2 pra-1 PA-1,pinprapha,Pinprapa,
ปิ่นปินัทธ์,f,pin2 pi-2 nat4,pinpinat,,
ปิ่นสุดา,f,pin2 su-2 dA-1,pinsuda,,
ปุญชรัสมิ์,f,pun1 Ca-1 rat4,puncharat,,
ปุญญิสา,f,pun1 ji-4 sA-5,punyisa,,
ปุณฑริก,f,pun1 da-1 rik4,pundarik,,
ปุณฑริก,f,pun1 Ta-1 rik4,puntharik,Puntarik,
ปุณฑริกา,f,pun1 Ta-1 ri-1 kA-1,puntharika,Puntarika,
ปุณณดา,f,pun1 na-4 dA-1,punnada,,
ปุณยนุช,f,pun1 ja-1 nut4,punyanut,Punyanuch,
ปุณยภา,f,pun1 ja-4 PA-1,punyapha,Punyapa,
ปูชิตา,f,pU-1 Ci-4 tA-1,puchita,Poochita,
ผกาพันธ์,f,Pa-1 kA-1 Pan1,phakaphan,Phakapan,Pakaphan
ผกาภรณ์,f,Pa-1 kA-1 PXn1,phakaphon,Phakaphorn,Phakaporn
ผกามาศ,f,Pa-1 kA-1 mAt3,phakamat,Phakamart,Pakamart
ผกามาส,f,Pa-1 kA-1 mAt3,phakamat,Phakamart,Pakamart
ผการัตน์,f,Pa-1 kA-1 rat4,phakarat,Pakarat,
ผกาวดี,f,Pa-1 kA-1 wa-4 dI-1,phakawadi,Phakawadee,Pakawadee
ผกาวัลย์,f,Pa-1 kA-1 wan1,phakawan,Pakawan,
ผจญ,m,Pa-1 con1,phachon,Pachon,
ผุสดี,f,Put2 sa-1 dI-1,phutsadi,Putsadi,Putsadee
ผุสรัตน์,f,Put2 sa-1 rat4,phutsarat,Putsarat,
ผ่องนภา,f,PxN2 na-4 PA-1,phongnapha,Phongnapa,Pongnapa
ผ่องศรี,f,PxN2 sI-5,phongsi,Phongsri,Pongsri
พงศกรณ์,m,PoN1 sa-1 kXn1,phongsakon,Phongsakorn,Pongsakorn
พงศพัศ,m,PoN1 sa-1 Pat4,phongsaphat,Phongsapat,Pongsapat
พงศักดิ์,m,PoN1 sak2,phongsak,Pongsak,
พงศ์กรณ์,m,PoN1 kXn1,phongkon,Phongkorn,Pongkorn
พงศ์ณพัช,m,PoN1 na-1 Pat4,phongnaphat,Phongnapat,Pongnapat
พงศ์ปณต,m,PoN1 pa-2 not4,phongpanot,Pongpanot,
พงศ์พันธ์,m,PoN1 Pan1,phongphan,Phongpan,Pongphan
พงศ์พิพัฒน์,m,PoN1 Pi-4 Pat4,phongphiphat,Phongpipat,Pongpipat
พงศ์ภัค,m,PoN1 Pak4,phongphak,Phongpak,Pongpak
พงศ์ศักดิ์,m,PoN1 sak2,phongsak,Pongsak,
พงศ์ศิริ,m,PoN1 si-2 ri?4,phongsiri,Pongsiri,
พงศ์สิทธิ์,m,PoN1 sit2,phongsit,Pongsit,
พงศ์เทพ,m,PoN1 TEp3,phongthep,Phongthep,Pongthep
พงษกร,m,PoN1 sa-1 kXn1,phongsakon,Phongsakorn,Pongsakorn
พงษธร,m,PoN1 sa-1 TXn1,phongsathon,Phongsathorn,Pongsathon
พงษ์,m,PoN1,phong,Pong,
พงษ์ชัย,m,PoN1 Caj1,phongchai,Pongchai,
พงษ์นรินทร์,m,PoN1 na-4 rin1,phongnarin,Pongnarin,
พงษ์พันธุ์,m,PoN1 Pan1,phongphan,Pongphan,Pongpan
พงษ์พันธ์,m,PoN1 Pan1,phongphan,Pongphan,Pongpan
พงษ์พิพัฒน์,m,PoN1 Pi-4 Pat4,phongphiphat,Pongpiphat,Pongpipat
พงษ์ศธร,m,PoN1 sa-1 TXn1,phongsathon,Pongsathon,
พงษ์สันต์,m,PoN1 san5,phongsan,Pongsan,
พงษ์สิทธิ์,m,PoN1 sit2,phongsit,Pongsit,
พงษ์เดช,m,PoN1 dEt2,phongdet,Pongdet,Pongdech
พงษ์เทพ,m,PoN1 TEp3,phongthep,Pongthep,Pongtep
พงษ์เพชร,m,PoN1 Pet4,phongphet,Pongphet,Pongpetch
พจน์,m,Pot4,phot,Poch,
พชรพรรณ,f,Pa-4 Ca-1 ra-4 Pan1,phacharaphan,Phacharapan,Pacharapan
พชรพล,m,Pa-4 Ca-1 ra-4 Pon1,phacharaphon,Pacharapon,Pacharapol
พชรมน,f,Pa-4 Ca-1 ra-4 mon1,phacharamon,Pacharamon,
พชรวรรณ,f,Pa-4 Ca-1 ra-4 wan1,phacharawan,Pacharawan,
พนธกร,m,Pon1 Ta-1 kOn1,phonthakon,Ponthakorn,Pontakorn
พนมศักดิ์,m,Pa-1 nom1 sak2,phanomsak,Panomsak,
พนัส,m,Pa-1 nat4,phanat,Panat,
พนาพร,f,Pa-1 nA-1 PXn1,phanaphon,Phanaporn,Panaporn
พนารัตน์,f,Pa-1 nA-1 rat4,phanarat,Panarat,
พนิดา,f,Pa-1 ni-4 dA-1,phanida,Panida,
พนิตนันท์,f,Pa-1 nit4 nan1,phanitnan,Panitnan,
พนิตา,f,Pa-1 ni-4 tA-1,phanita,Panita,
พบพร,f,Pop4 PXn1,phopphon,Phopporn,
พยนต์,m,Pa-1 jon1,phayon,Payon,
พรจิต,f,PXn1 cit2,phonchit,Pornchit,Pornjit
พรชัย,m,PXn1 Caj1,phonchai,Pornchai,
พรณภา,f,PXn1 na-4 PA-1,phonnapha,Pornnapha,Pornnapa
พรณรงค์,m,PXn1 na-1 roN1,phonnarong,Pornnarong,
พรณิชา,f,PXn1 ni-4 CA-1,phonnicha,Phornnicha,Pornnicha
พรณิภา,f,PXn1 ni-4 PA-1,phonnipha,Pornnipha,Pornnipa
พรทิพ,f,PXn1 Tip4,phonthip,Pornthip,Porntip
พรทิภา,f,PXn1 Ti-4 PA-1,phonthipha,Pornthipa,Porntipa
พรทิวา,f,PXn1 Ti-4 wA-1,phonthiwa,Pornthiwa,Porntiwa
พรธิดา,f,PXn1 Ti-4 dA-1,phonthida,Pornthida,Porntida
พรธิภา,f,PXn1 Ti-4 PA-1,phonthipha,Porntipha,Porntipa
พรนภา,f,PXn1 na-4 PA-1,phonnapha,Pornnapha,Pornnapa
พรนิภา,f,PXn1 ni-4 PA-1,phonnipha,Pornnipha,Pornnipa
พรประเสริฐ,m,PXn1 pra-2 sZt2,phonprasoet,Pornprasert,
พรพงษ์,m,PXn1 PoN1,phonphong,Pornphong,Pornpong
พรพรรษา,f,PXn1 Pan1 sA-5,phonphansa,Pornphansa,Pornpansa
พรพล,m,PXn1 Pon1,phonphon,Pornphon,Pornpon
พรพิชชา,f,PXn1 Pit4 CA-1,phonphitcha,Pornphitcha,Pornpitcha
พรพิพัฒน์,m,PXn1 Pi-4 Pat4,phonphiphat,Pornpiphat,Pornpipat
พรพิมล,f,PXn1 Pi-4 mon1,phonphimon,Pornphimon,Pornpimon
พรพิไล,f,PXn1 Pi-4 laj1,phonphilai,Pornphilai,Pornpilai
พรรณทิพย์,f,Pan1 Tip4,phanthip,Panthip,Pantip
พรรณธิดา,f,Pan1 Ti-4 dA-1,phanthida,Panthida,Pantida
พรรณธิภา,f,Pan1 Ti-4 PA-1,phanthipha,Panthipa,Pantipa
พรรณนิภา,f,Pan1 ni-4 PA-1,phannipha,Pannipha,Pannipa
พรรณพิมล,f,Pan1 Pi-4 mon1,phanphimon,Phanpimon,Panpimon
พรรณรัตน์,f,Pan1 na-1 rat4,phannarat,Pannarat,
พรรณราย,f,Pan1 na-1 rAj1,phannarai,Pannarai,
พรรณิการ์,f,Pan1 ni-4 kA-1,phannika,Pannika,
พรรณเพ็ญ,f,Pan1 Pen1,phanphen,Panphen,Panpen
พรรนิภา,f,Pan1 ni-4 PA-1,phannipha,Pannipha,Pannipa
พรรษพร,f,Pat4 sa-1 PXn1,phatsaphon,Patsaphon,Patsaporn
พรรัตน์,f,PXn1 rat4,phonrat,Pornrat,
พรฤทัย,f,PXn1 rv-4 Taj1,phonruethai,Pornruethai,Pornruetai
พรวิภา,f,PXn1 wi-4 PA-1,phonwipha,Pornwipa,Pornvipa
พรวิมล,f,PXn1 wi-4 mon1,phonwimon,Pornwimon,Pornvimon
พรวิไล,f,PXn1 wi-4 laj1,phonwilai,Pornwilai,Pornvilai
พรศรี,f,PXn1 sI-5,phonsi,Pornsri,Pornsee
พรศิริ,f,PXn1 si-2 ri?4,phonsiri,Pornsiri,
พรสิทธิ์,m,PXn1 sit2,phonsit,Pornsit,
พรสินี,f,PXn1 si-2 nI-1,phonsini,Pornsini,Pornsinee
พรสิริ,f,PXn1 si-2 ri?4,phonsiri,Pornsiri,
พรสุดา,f,PXn1 su-2 dA-1,phonsuda,Pornsuda,
พรอณง,m,PXn1 ?a-1 noN1,phonanong,Pornanong,
พริ้มเพรา,f,Prim5 Praw1,phrimphrao,Primphrao,Primprao
พรเลิศ,m,PXn1 lZt3,phonloet,Pornloet,Pornlert
พร้อมพรรณ,f,PrXm4 Pan1,phromphan,Promphan,Prompan
พฤกษ์,m,Prvk4,phruek,Pruek,
พฤทธิ์,m,Pa-1 rit4,pharit,Parit,
พล,m,Pon1,phon,Pon,Pol
พลกฤต,m,Pon1 la-1 krit2,phonlakrit,Ponlakrit,
พลรัตน์,m,Pon1 la-1 rat4,phonlarat,Ponlarat,
พลวัฒน์,m,Pon1 la-1 wat4,phonlawat,Ponlawat,Ponlavat
พลศักดิ์,m,Pon1 sak2,phonsak,Ponsak,
พลอยนภัส,f,PlXj1 na-4 Pat4,phloinaphat,Ploynaphat,Ploynapat
พลอยพรรณ,f,PlXj1 Pan1,phloiphan,Ployphan,Ploypan
พลัฏฐ์,m,Pa-1 lat4,phalat,Palat,
พลากร,m,Pa-1 lA-1 kXn1,phalakon,Phalakorn,Palakorn
พลาธิป,m,Pa-1 lA-1 Tip4,phalathip,Palathip,Palatip
พลเทพ,m,Pon1 TEp3,phonthep,Pontep,
พวงพิศ,f,PWN1 Pit4,phuangphit,Puangphit,Puangpit
พวงเพ็ชร,f,PWN1 Pet4,phuangphet,Puangphet,Puangpet
พวงเพ็ญ,f,PWN1 Pen1,phuangpen,Puangphen,Puangpen
พวงแก้ว,f,PWN1 kYw3,phuangkaeo,Puangkaew,
พศวัต,m,Pot4 sa-1 wat4,photsawat,Potsawat,Potsavat
พสธร,m,Pa-4 sa-1 TXn1,phasathon,Phasatorn,Pasatorn
พสธร,m,Pot4 sa-1 TXn1,photsathon,Potsathon,Potsatorn
พอเจตน์,m,PX-1 cEt2,phochet,Porchet,Porjet
พักตร์วิภา,f,Pak4 wi-4 PA-1,phakwipha,Phakwipa,Pakwipa
พัชญา,f,Pat4 Ca-1 jA-1,phatchaya,Patchaya,
พัชนี,f,Pat4 Ca-1 nI-1,phatchani,Patchani,Patchanee
พัชรนันท์,f,Pat4 Ca-1 ra-4 nan1,phatcharanan,Patcharanan,Patcharanun
พัชรพงษ์,m,Pat4 Ca-1 ra-4 PoN1,phatcharaphong,Patcharaphong,Patcharapong
พัชรพร,f,Pat4 Ca-1 ra-4 PXn1,phatcharaphon,Phatcharaporn,Patcharaporn
พัชรพล,m,Pat4 Ca-1 ra-4 Pon1,phatcharaphon,Phatcharapon,Patcharapon
พัชรภรณ์,f,Pat4 Ca-1 ra-4 PXn1,phatcharaphon,Phatcharaporn,Patcharaporn
พัชรวรรณ,f,Pat4 Ca-1 ra-4 wan1,phatcharawan,Patcharawan,Patcharavan
พัชระ,m,Pat4 Ca-1 ra?4,phatchara,Patchara,
พัชรา,f,Pat4 Ca-1 rA-1,phatchara,Patchara,
พัชราวลัย,f,Pat4 Ca-1 rA-1 wa-4 laj1,phatcharawalai,Patcharawalai,Patcharavalai
พัชรีภรณ์,f,Pat4 Ca-1 rI-1 PXn1,phatchariphon,Patchareeporn,Patchariporn
